index,riskID,level,sex
582,NC_mstRFFiberFrontPackLabelling,3,Both
583,NC_mstRFFiberFrontPackLabelling,3,Male
584,NC_mstRFFiberFrontPackLabelling,3,Female
585,NC_mstRFFiberFrontPackLabelling,4,Both
586,NC_mstRFFiberFrontPackLabelling,4,Male
587,NC_mstRFFiberFrontPackLabelling,4,Female
588,NC_mstRFFruitPublicProcurement,1,Both
589,NC_mstRFFruitPublicProcurement,1,Male
590,NC_mstRFFruitPublicProcurement,1,Female
591,NC_mstRFFruitPublicProcurement,2,Both
592,NC_mstRFFruitPublicProcurement,2,Male
593,NC_mstRFFruitPublicProcurement,2,Female
594,NC_mstRFFruitPublicProcurement,3,Both
595,NC_mstRFFruitPublicProcurement,3,Male
596,NC_mstRFFruitPublicProcurement,3,Female
597,NC_mstRFFruitPublicProcurement,4,Both
598,NC_mstRFFruitPublicProcurement,4,Male
599,NC_mstRFFruitPublicProcurement,4,Female
600,NC_mstRFFruitReformulation,1,Both
601,NC_mstRFFruitReformulation,1,Male
602,NC_mstRFFruitReformulation,1,Female
603,NC_mstRFFruitReformulation,2,Both
604,NC_mstRFFruitReformulation,2,Male
605,NC_mstRFFruitReformulation,2,Female
606,NC_mstRFFruitReformulation,3,Both
607,NC_mstRFFruitReformulation,3,Male
608,NC_mstRFFruitReformulation,3,Female
609,NC_mstRFFruitReformulation,4,Both
610,NC_mstRFFruitReformulation,4,Male
611,NC_mstRFFruitReformulation,4,Female
612,NC_mstRFFruitFrontPackLabelling,1,Both
613,NC_mstRFFruitFrontPackLabelling,1,Male
614,NC_mstRFFruitFrontPackLabelling,1,Female
615,NC_mstRFFruitFrontPackLabelling,2,Both
616,NC_mstRFFruitFrontPackLabelling,2,Male
617,NC_mstRFFruitFrontPackLabelling,2,Female
618,NC_mstRFFruitFrontPackLabelling,3,Both
619,NC_mstRFFruitFrontPackLabelling,3,Male
620,NC_mstRFFruitFrontPackLabelling,3,Female
621,NC_mstRFFruitFrontPackLabelling,4,Both
622,NC_mstRFFruitFrontPackLabelling,4,Male
623,NC_mstRFFruitFrontPackLabelling,4,Female
624,NC_mstRFFruitMassMedia,1,Both
625,NC_mstRFFruitMassMedia,1,Male
626,NC_mstRFFruitMassMedia,1,Female
627,NC_mstRFFruitMassMedia,2,Both
628,NC_mstRFFruitMassMedia,2,Male
629,NC_mstRFFruitMassMedia,2,Female
630,NC_mstRFFruitMassMedia,3,Both
631,NC_mstRFFruitMassMedia,3,Male
632,NC_mstRFFruitMassMedia,3,Female
633,NC_mstRFFruitMassMedia,4,Both
634,NC_mstRFFruitMassMedia,4,Male
635,NC_mstRFFruitMassMedia,4,Female
636,NC_mstRFLegumePublicProcurement,1,Both
637,NC_mstRFLegumePublicProcurement,1,Male
638,NC_mstRFLegumePublicProcurement,1,Female
639,NC_mstRFLegumePublicProcurement,2,Both
640,NC_mstRFLegumePublicProcurement,2,Male
641,NC_mstRFLegumePublicProcurement,2,Female
642,NC_mstRFLegumePublicProcurement,3,Both
643,NC_mstRFLegumePublicProcurement,3,Male
644,NC_mstRFLegumePublicProcurement,3,Female
645,NC_mstRFLegumePublicProcurement,4,Both
646,NC_mstRFLegumePublicProcurement,4,Male
647,NC_mstRFLegumePublicProcurement,4,Female
648,NC_mstRFLegumeReformulation,1,Both
649,NC_mstRFLegumeReformulation,1,Male
650,NC_mstRFLegumeReformulation,1,Female
651,NC_mstRFLegumeReformulation,2,Both
652,NC_mstRFLegumeReformulation,2,Male
653,NC_mstRFLegumeReformulation,2,Female
654,NC_mstRFLegumeReformulation,3,Both
655,NC_mstRFLegumeReformulation,3,Male
656,NC_mstRFLegumeReformulation,3,Female
657,NC_mstRFLegumeReformulation,4,Both
658,NC_mstRFLegumeReformulation,4,Male
659,NC_mstRFLegumeReformulation,4,Female
660,NC_mstRFLegumeFrontPackLabelling,1,Both
661,NC_mstRFLegumeFrontPackLabelling,1,Male
662,NC_mstRFLegumeFrontPackLabelling,1,Female
663,NC_mstRFLegumeFrontPackLabelling,2,Both
664,NC_mstRFLegumeFrontPackLabelling,2,Male
665,NC_mstRFLegumeFrontPackLabelling,2,Female
666,NC_mstRFLegumeFrontPackLabelling,3,Both
667,NC_mstRFLegumeFrontPackLabelling,3,Male
668,NC_mstRFLegumeFrontPackLabelling,3,Female
669,NC_mstRFLegumeFrontPackLabelling,4,Both
670,NC_mstRFLegumeFrontPackLabelling,4,Male
671,NC_mstRFLegumeFrontPackLabelling,4,Female
672,NC_mstRFLegumeMassMedia,1,Both
673,NC_mstRFLegumeMassMedia,1,Male
674,NC_mstRFLegumeMassMedia,1,Female
675,NC_mstRFLegumeMassMedia,2,Both
676,NC_mstRFLegumeMassMedia,2,Male
677,NC_mstRFLegumeMassMedia,2,Female
678,NC_mstRFLegumeMassMedia,3,Both
679,NC_mstRFLegumeMassMedia,3,Male
680,NC_mstRFLegumeMassMedia,3,Female
681,NC_mstRFLegumeMassMedia,4,Both
682,NC_mstRFLegumeMassMedia,4,Male
683,NC_mstRFLegumeMassMedia,4,Female
684,NC_mstRFBreastFeedingCS,1,Both
685,NC_mstRFBreastFeedingCS,1,Male
686,NC_mstRFBreastFeedingCS,1,Female
687,NC_mstRFBreastFeedingCS,2,Both
688,NC_mstRFBreastFeedingCS,2,Male
689,NC_mstRFBreastFeedingCS,2,Female
690,NC_mstRFBreastFeedingCS,3,Both
691,NC_mstRFBreastFeedingCS,3,Male
692,NC_mstRFBreastFeedingCS,3,Female
693,NC_mstRFBreastFeedingCS,4,Both
694,NC_mstRFBreastFeedingCS,4,Male
695,NC_mstRFBreastFeedingCS,4,Female
