ISO,intervention,value
BIH,NC_mstAntiDepInten,5.0
BIH,NC_mstAntiDepBasicPsychMild,5.0
BIH,NC_mstAntiDepBasicPsychMild,5.0
BIH,NC_mstAntiDepBasicPsychModerate,10.0
BIH,NC_mstAntiDepBasicPsychModerate,10.0
BIH,NC_mstAntiDepInten,5.0
BIH,NC_mstAntiDepInten,5.0
BIH,NC_mstAntiPsychBasic,20.0
BIH,NC_mstAntiPsychInten,5.0
BIH,NC_mstAntiPsychBasic,20.0
BIH,NC_mstAntiPsychInten,5.0
BIH,NC_mstMoodStableBasicPsych,20.0
BIH,NC_mstMoodStableIntensivePsych,5.0
BIH,NC_mstMoodStableIntensivePsych,5.0
BIH,NC_mstMoodStableBasicPsych,20.0
BIH,NC_mstMoodStableIntensivePsych,5.0
BIH,NC_mstMoodStableIntensivePsych,5.0
BIH,NC_mstAntiEpiBasic,40.0
BIH,NC_mstAntiEpiBasic,40.0
BIH,NC_mstAntiEpiBasic,40.0
BIH,NC_mstAntiEpiBasic,40.0
BIH,NC_mstAlcAssess,5.0
BIH,NC_mstAlcWithdrawl,5.0
BIH,NC_mstAlcRelapsePrevnt,5.0
BIH,NC_mstAlcAssess,5.0
BIH,NC_mstAlcWithdrawl,5.0
BIH,NC_mstAlcRelapsePrevnt,5.0
BIH,NC_mstFamPsychoEdu,5.0
BIH,NC_mstFamPsychoEdu,5.0
BIH,NC_mstFamPsychoEdu,5.0
BIH,NC_mstMethylphenidateMed,5.0
BIH,NC_mstFamPsychoEdu,5.0
BIH,NC_mstMethylphenidateMed,5.0
BIH,NC_mstLowDoseOralTheophylline,36.0
BIH,NC_mstIpratropiumInhaler,36.0
BIH,NC_mstSmokingCessation,36.0
BIH,NC_mstSmokingCessation,36.0
BIH,NC_mstInhaledSalbutamol,36.0
BIH,NC_mstAntibiotics,5.0
BIH,NC_mstOralPrednisolone,36.0
BIH,NC_mstOxygenConcentration24to28,36.0
BIH,NC_mstOxygenConcentration24to28,36.0
BIH,NC_mstLowDoseOralTheophylline,36.0
BIH,NC_mstIpratropiumInhaler,36.0
BIH,NC_mstSmokingCessation,36.0
BIH,NC_mstSmokingCessation,36.0
BIH,NC_mstInhaledSalbutamol,36.0
BIH,NC_mstAntibiotics,5.0
BIH,NC_mstOralPrednisolone,36.0
BIH,NC_mstOxygenConcentration24to28,36.0
BIH,NC_mstOxygenConcentration24to28,36.0
BIH,NC_mstTheopPlusBeclom,75.0
BIH,NC_mstOralPrednisTheopPlusBeclom,75.0
BIH,NC_mstInhaleShortactingBeta,95.0
BIH,NC_mstLowDoseBeclom,36.0
BIH,NC_mstLowDoseBeclom,36.0
BIH,NC_mstHighDoseBeclom,95.0
BIH,NC_mstAsthmaOralPrednisolone,5.0
BIH,NC_mstTheopPlusBeclom,75.0
BIH,NC_mstOralPrednisTheopPlusBeclom,75.0
BIH,NC_mstInhaleShortactingBeta,95.0
BIH,NC_mstLowDoseBeclom,36.0
BIH,NC_mstLowDoseBeclom,36.0
BIH,NC_mstHighDoseBeclom,95.0
BIH,NC_mstAsthmaOralPrednisolone,5.0
BIH,NC_mstACEinhibitors,5.0
BIH,NC_mstACEinhibitors,5.0
BIH,NC_mstPreventBldPrsr160lt30,5.0
BIH,NC_mstPreventBldPrsr160lt30,5.0
BIH,NC_mstPreventBldPrsr140lt30,5.0
BIH,NC_mstPreventBldPrsr140lt30,5.0
BIH,NC_mstPreventCholest8lt30,5.0
BIH,NC_mstPreventCholest8lt30,5.0
BIH,NC_mstPreventCholest6lt30,5.0
BIH,NC_mstPreventCholest6lt30,5.0
BIH,NC_mstPreventTR20,5.0
BIH,NC_mstPreventTR20,5.0
BIH,NC_mstPreventBldPrsr160lt20,5.0
BIH,NC_mstPreventBldPrsr160lt20,5.0
BIH,NC_mstPreventBldPrsr140lt20,5.0
BIH,NC_mstPreventBldPrsr140lt20,5.0
BIH,NC_mstPreventCholest8lt20,5.0
BIH,NC_mstPreventCholest8lt20,5.0
BIH,NC_mstPreventCholest6lt20,5.0
BIH,NC_mstPreventCholest6lt20,5.0
BIH,NC_mstPreventNonDiabTRlt10,5.0
BIH,NC_mstPreventNonDiabTRlt10,0.0
BIH,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
BIH,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
BIH,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
BIH,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
BIH,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
BIH,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
BIH,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
BIH,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
BIH,NC_mstPreventNonDiabSBPgt130,5.0
BIH,NC_mstPreventNonDiabSBPgt130,5.0
BIH,NC_mstPreventDiabSBPgt140,5.0
BIH,NC_mstPreventDiabSBPgt140,5.0
BIH,NC_mstPreventNonDiabSBPgt140,5.0
BIH,NC_mstPreventNonDiabSBPgt140,5.0
BIH,NC_mstPreventDiabSBPgt130,5.0
BIH,NC_mstPreventDiabSBPgt130,5.0
BIH,NC_mstPreventDiabStatinsAgegt40,5.0
BIH,NC_mstPreventDiabStatinsAgegt40,5.0
BIH,NC_mstACEinhibitors,5.0
BIH,NC_mstACEinhibitors,5.0
BIH,NC_mstPreventBldPrsr160lt30,5.0
BIH,NC_mstPreventBldPrsr160lt30,5.0
BIH,NC_mstPreventBldPrsr140lt30,5.0
BIH,NC_mstPreventBldPrsr140lt30,5.0
BIH,NC_mstPreventCholest8lt30,5.0
BIH,NC_mstPreventCholest8lt30,5.0
BIH,NC_mstPreventCholest6lt30,5.0
BIH,NC_mstPreventCholest6lt30,5.0
BIH,NC_mstPreventTR20,5.0
BIH,NC_mstPreventTR20,5.0
BIH,NC_mstPreventBldPrsr160lt20,5.0
BIH,NC_mstPreventBldPrsr160lt20,5.0
BIH,NC_mstPreventBldPrsr140lt20,5.0
BIH,NC_mstPreventBldPrsr140lt20,5.0
BIH,NC_mstPreventCholest8lt20,5.0
BIH,NC_mstPreventCholest8lt20,5.0
BIH,NC_mstPreventCholest6lt20,5.0
BIH,NC_mstPreventCholest6lt20,5.0
BIH,NC_mstPreventNonDiabTRlt10,5.0
BIH,NC_mstPreventNonDiabTRlt10,0.0
BIH,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
BIH,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
BIH,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
BIH,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
BIH,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
BIH,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
BIH,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
BIH,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
BIH,NC_mstPreventNonDiabSBPgt130,5.0
BIH,NC_mstPreventNonDiabSBPgt130,5.0
BIH,NC_mstPreventDiabSBPgt140,5.0
BIH,NC_mstPreventDiabSBPgt140,5.0
BIH,NC_mstPreventNonDiabSBPgt140,5.0
BIH,NC_mstPreventNonDiabSBPgt140,5.0
BIH,NC_mstPreventDiabSBPgt130,5.0
BIH,NC_mstPreventDiabSBPgt130,5.0
BIH,NC_mstPreventDiabStatinsAgegt40,5.0
BIH,NC_mstPreventDiabStatinsAgegt40,5.0
CYP,NC_mstARF_PrimaryPrevention,10.0
CYP,NC_mstARF_SecondaryPrevention,10.0
CYP,NC_mstARF_SecondaryPrevention,10.0
CYP,NC_mstRHD_ValveSurgery,10.0
CYP,NC_mstARF_PrimaryPrevention,12.0
CYP,NC_mstARF_SecondaryPrevention,12.0
CYP,NC_mstARF_SecondaryPrevention,12.0
CYP,NC_mstRHD_ValveSurgery,10.0
CYP,NC_mstTreatPostAcuteIHDComb,5.0
CYP,NC_mstTreatPostAcuteStrokeComb,5.0
CYP,NC_mstEliminateTransFats,5.0
CYP,NC_mstEliminateTransFats,5.0
CYP,NC_mstAspirin,5.0
CYP,NC_mstAspirin,5.0
CYP,NC_mstAspirinAspirinAndTrombolysis,5.0
CYP,NC_mstAspirinAspirinAndTrombolysis,5.0
CYP,NC_mstAspirinAndClopidro,5.0
CYP,NC_mstAspirinAndClopidro,5.0
CYP,NC_mstPCIAndAspirinAndClopidro,5.0
CYP,NC_mstPCIAndAspirinAndClopidro,5.0
CYP,NC_mstTreatMechanicalTrombStroke,5.0
CYP,NC_mstTreatMechanicalTrombStroke,5.0
CYP,NC_mstTreatIntravTrombStroke,5.0
CYP,NC_mstTreatIntravTrombStroke,5.0
CYP,NC_mstTreatStrokeAcuteAspirin,5.0
CYP,NC_mstMaxInterv,5.0
CYP,NC_mstTreatPostAcuteIHDComb,5.0
CYP,NC_mstTreatPostAcuteStrokeComb,5.0
CYP,NC_mstEliminateTransFats,5.0
CYP,NC_mstEliminateTransFats,5.0
CYP,NC_mstAspirin,5.0
CYP,NC_mstAspirin,5.0
CYP,NC_mstAspirinAspirinAndTrombolysis,5.0
CYP,NC_mstAspirinAspirinAndTrombolysis,5.0
CYP,NC_mstAspirinAndClopidro,5.0
CYP,NC_mstAspirinAndClopidro,5.0
CYP,NC_mstPCIAndAspirinAndClopidro,5.0
CYP,NC_mstPCIAndAspirinAndClopidro,5.0
CYP,NC_mstTreatMechanicalTrombStroke,5.0
CYP,NC_mstTreatMechanicalTrombStroke,5.0
CYP,NC_mstTreatIntravTrombStroke,5.0
CYP,NC_mstTreatIntravTrombStroke,5.0
CYP,NC_mstTreatStrokeAcuteAspirin,5.0
CYP,NC_mstMaxInterv,5.0
CYP,NC_mstStdGlycControl,20.0
CYP,NC_mstStdGlycControl,20.0
CYP,NC_mstStdGlycControl,20.0
CYP,NC_mstIntsvGlycControl,5.0
CYP,NC_mstIntsvGlycControl,5.0
CYP,NC_mstIntsvGlycControl,20.0
CYP,NC_mstRetinopathyScrn,10.0
CYP,NC_mstNeuropathyScr,10.0
CYP,NC_mstNephropathyScr,10.0
CYP,NC_mstStdGlycControl,20.0
CYP,NC_mstStdGlycControl,20.0
CYP,NC_mstStdGlycControl,20.0
CYP,NC_mstIntsvGlycControl,5.0
CYP,NC_mstIntsvGlycControl,5.0
CYP,NC_mstIntsvGlycControl,20.0
CYP,NC_mstRetinopathyScrn,10.0
CYP,NC_mstNeuropathyScr,10.0
CYP,NC_mstNephropathyScr,10.0
CYP,NC_mstAntiDeprIntensPsychNEW,5.0
CYP,NC_mstAntiDeprIntensPsychNEW,5.0
CYP,NC_mstAntiDeprIntensPsychNEW,5.0
CYP,NC_mstAntiDeprIntensPsychREC,1.0
CYP,NC_mstAntiDeprIntensPsychREC,1.0
CYP,NC_mstAntiDeprIntensPsychREC,1.0
CYP,NC_mstAntiDepBasicPsychMild,5.0
CYP,NC_mstAntiDepBasicPsychMild,5.0
CYP,NC_mstAntiDepBasicPsychModerate,10.0
CYP,NC_mstAntiDepBasicPsychModerate,10.0
CYP,NC_mstAntiDepInten,5.0
CYP,NC_mstAntiDepInten,5.0
CYP,NC_mstAntiDeprIntensPsychNEW,5.0
CYP,NC_mstAntiDeprIntensPsychNEW,5.0
CYP,NC_mstAntiDeprIntensPsychNEW,5.0
CYP,NC_mstAntiDeprIntensPsychREC,1.0
CYP,NC_mstAntiDeprIntensPsychREC,1.0
CYP,NC_mstAntiDeprIntensPsychREC,1.0
CYP,NC_mstAntiDepBasicPsychMild,5.0
CYP,NC_mstAntiDepBasicPsychMild,5.0
CYP,NC_mstAntiDepBasicPsychModerate,10.0
CYP,NC_mstAntiDepBasicPsychModerate,10.0
CYP,NC_mstAntiDepInten,5.0
CYP,NC_mstAntiDepInten,5.0
CYP,NC_mstPerinatalPsySoc,10.0
CYP,NC_mstPerinatalPsySoc,10.0
CYP,NC_mstAntiDepBasicPsychMild,5.0
CYP,NC_mstAntiDepBasicPsychMild,5.0
CYP,NC_mstAntiDepBasicPsychModerate,10.0
CYP,NC_mstAntiDepBasicPsychModerate,10.0
CYP,NC_mstAntiDepInten,5.0
CYP,NC_mstAntiDepInten,5.0
CYP,NC_mstAntiDepBasicPsychMild,5.0
CYP,NC_mstAntiDepBasicPsychMild,5.0
CYP,NC_mstAntiDepBasicPsychModerate,10.0
CYP,NC_mstAntiDepBasicPsychModerate,10.0
CYP,NC_mstAntiDepInten,5.0
CYP,NC_mstAntiDepInten,5.0
CYP,NC_mstAntiPsychBasic,20.0
CYP,NC_mstAntiPsychInten,5.0
CYP,NC_mstAntiPsychBasic,20.0
CYP,NC_mstAntiPsychInten,5.0
CYP,NC_mstMoodStableBasicPsych,20.0
CYP,NC_mstMoodStableIntensivePsych,5.0
CYP,NC_mstMoodStableIntensivePsych,5.0
CYP,NC_mstMoodStableBasicPsych,20.0
CYP,NC_mstMoodStableIntensivePsych,5.0
CYP,NC_mstMoodStableIntensivePsych,5.0
CYP,NC_mstAntiEpiBasic,40.0
CYP,NC_mstAntiEpiBasic,40.0
CYP,NC_mstAntiEpiBasic,40.0
CYP,NC_mstAntiEpiBasic,40.0
CYP,NC_mstAlcAssess,5.0
CYP,NC_mstAlcWithdrawl,5.0
CYP,NC_mstAlcRelapsePrevnt,5.0
CYP,NC_mstAlcAssess,5.0
CYP,NC_mstAlcWithdrawl,5.0
CYP,NC_mstAlcRelapsePrevnt,5.0
CYP,NC_mstFamPsychoEdu,5.0
CYP,NC_mstFamPsychoEdu,5.0
CYP,NC_mstFamPsychoEdu,5.0
CYP,NC_mstMethylphenidateMed,5.0
CYP,NC_mstFamPsychoEdu,5.0
CYP,NC_mstMethylphenidateMed,5.0
CYP,NC_mstLowDoseOralTheophylline,72.0
CYP,NC_mstIpratropiumInhaler,72.0
CYP,NC_mstSmokingCessation,72.0
CYP,NC_mstSmokingCessation,72.0
CYP,NC_mstInhaledSalbutamol,72.0
CYP,NC_mstAntibiotics,5.0
CYP,NC_mstOralPrednisolone,72.0
CYP,NC_mstOxygenConcentration24to28,72.0
CYP,NC_mstOxygenConcentration24to28,72.0
CYP,NC_mstLowDoseOralTheophylline,72.0
CYP,NC_mstIpratropiumInhaler,72.0
CYP,NC_mstSmokingCessation,72.0
CYP,NC_mstSmokingCessation,72.0
CYP,NC_mstInhaledSalbutamol,72.0
CYP,NC_mstAntibiotics,5.0
CYP,NC_mstOralPrednisolone,72.0
CYP,NC_mstOxygenConcentration24to28,72.0
CYP,NC_mstOxygenConcentration24to28,72.0
CYP,NC_mstTheopPlusBeclom,95.0
CYP,NC_mstOralPrednisTheopPlusBeclom,95.0
CYP,NC_mstInhaleShortactingBeta,95.0
CYP,NC_mstLowDoseBeclom,36.0
CYP,NC_mstLowDoseBeclom,36.0
CYP,NC_mstHighDoseBeclom,95.0
CYP,NC_mstAsthmaOralPrednisolone,5.0
CYP,NC_mstTheopPlusBeclom,95.0
CYP,NC_mstOralPrednisTheopPlusBeclom,95.0
CYP,NC_mstInhaleShortactingBeta,95.0
CYP,NC_mstLowDoseBeclom,36.0
CYP,NC_mstLowDoseBeclom,36.0
CYP,NC_mstHighDoseBeclom,95.0
CYP,NC_mstAsthmaOralPrednisolone,5.0
CYP,NC_mstACEinhibitors,5.0
CYP,NC_mstACEinhibitors,5.0
CYP,NC_mstPreventBldPrsr160lt30,5.0
CYP,NC_mstPreventBldPrsr160lt30,5.0
CYP,NC_mstPreventBldPrsr140lt30,5.0
CYP,NC_mstPreventBldPrsr140lt30,5.0
CYP,NC_mstPreventCholest8lt30,5.0
CYP,NC_mstPreventCholest8lt30,5.0
CYP,NC_mstPreventCholest6lt30,5.0
CYP,NC_mstPreventCholest6lt30,5.0
CYP,NC_mstPreventTR20,5.0
CYP,NC_mstPreventTR20,5.0
CYP,NC_mstPreventBldPrsr160lt20,5.0
CYP,NC_mstPreventBldPrsr160lt20,5.0
CYP,NC_mstPreventBldPrsr140lt20,5.0
CYP,NC_mstPreventBldPrsr140lt20,5.0
CYP,NC_mstPreventCholest8lt20,5.0
CYP,NC_mstPreventCholest8lt20,5.0
CYP,NC_mstPreventCholest6lt20,5.0
CYP,NC_mstPreventCholest6lt20,5.0
CYP,NC_mstPreventNonDiabTRlt10,5.0
CYP,NC_mstPreventNonDiabTRlt10,0.0
CYP,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
CYP,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
CYP,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
CYP,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
CYP,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
CYP,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
CYP,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
CYP,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
CYP,NC_mstPreventNonDiabSBPgt130,5.0
CYP,NC_mstPreventNonDiabSBPgt130,5.0
CYP,NC_mstPreventDiabSBPgt140,5.0
CYP,NC_mstPreventDiabSBPgt140,5.0
CYP,NC_mstPreventNonDiabSBPgt140,5.0
CYP,NC_mstPreventNonDiabSBPgt140,5.0
CYP,NC_mstPreventDiabSBPgt130,5.0
CYP,NC_mstPreventDiabSBPgt130,5.0
CYP,NC_mstPreventDiabStatinsAgegt40,5.0
CYP,NC_mstPreventDiabStatinsAgegt40,5.0
CYP,NC_mstACEinhibitors,5.0
CYP,NC_mstACEinhibitors,5.0
CYP,NC_mstPreventBldPrsr160lt30,5.0
CYP,NC_mstPreventBldPrsr160lt30,5.0
CYP,NC_mstPreventBldPrsr140lt30,5.0
CYP,NC_mstPreventBldPrsr140lt30,5.0
CYP,NC_mstPreventCholest8lt30,5.0
CYP,NC_mstPreventCholest8lt30,5.0
CYP,NC_mstPreventCholest6lt30,5.0
CYP,NC_mstPreventCholest6lt30,5.0
CYP,NC_mstPreventTR20,5.0
CYP,NC_mstPreventTR20,5.0
CYP,NC_mstPreventBldPrsr160lt20,5.0
CYP,NC_mstPreventBldPrsr160lt20,5.0
CYP,NC_mstPreventBldPrsr140lt20,5.0
CYP,NC_mstPreventBldPrsr140lt20,5.0
CYP,NC_mstPreventCholest8lt20,5.0
CYP,NC_mstPreventCholest8lt20,5.0
CYP,NC_mstPreventCholest6lt20,5.0
CYP,NC_mstPreventCholest6lt20,5.0
CYP,NC_mstPreventNonDiabTRlt10,5.0
CYP,NC_mstPreventNonDiabTRlt10,0.0
CYP,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
CYP,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
CYP,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
CYP,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
CYP,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
CYP,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
CYP,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
CYP,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
CYP,NC_mstPreventNonDiabSBPgt130,5.0
CYP,NC_mstPreventNonDiabSBPgt130,5.0
CYP,NC_mstPreventDiabSBPgt140,5.0
CYP,NC_mstPreventDiabSBPgt140,5.0
CYP,NC_mstPreventNonDiabSBPgt140,5.0
CYP,NC_mstPreventNonDiabSBPgt140,5.0
CYP,NC_mstPreventDiabSBPgt130,5.0
CYP,NC_mstPreventDiabSBPgt130,5.0
CYP,NC_mstPreventDiabStatinsAgegt40,5.0
CYP,NC_mstPreventDiabStatinsAgegt40,5.0
RUS,NC_mstARF_PrimaryPrevention,10.0
RUS,NC_mstARF_SecondaryPrevention,10.0
RUS,NC_mstARF_SecondaryPrevention,10.0
RUS,NC_mstRHD_ValveSurgery,10.0
RUS,NC_mstARF_PrimaryPrevention,12.0
RUS,NC_mstARF_SecondaryPrevention,12.0
RUS,NC_mstARF_SecondaryPrevention,12.0
RUS,NC_mstRHD_ValveSurgery,10.0
RUS,NC_mstTreatPostAcuteIHDComb,5.0
RUS,NC_mstTreatPostAcuteStrokeComb,5.0
RUS,NC_mstEliminateTransFats,5.0
RUS,NC_mstEliminateTransFats,5.0
RUS,NC_mstAspirin,5.0
RUS,NC_mstAspirin,5.0
RUS,NC_mstAspirinAspirinAndTrombolysis,5.0
RUS,NC_mstAspirinAspirinAndTrombolysis,5.0
RUS,NC_mstAspirinAndClopidro,5.0
RUS,NC_mstAspirinAndClopidro,5.0
RUS,NC_mstPCIAndAspirinAndClopidro,5.0
RUS,NC_mstPCIAndAspirinAndClopidro,5.0
RUS,NC_mstTreatMechanicalTrombStroke,5.0
RUS,NC_mstTreatMechanicalTrombStroke,5.0
RUS,NC_mstTreatIntravTrombStroke,5.0
RUS,NC_mstTreatIntravTrombStroke,5.0
RUS,NC_mstTreatStrokeAcuteAspirin,5.0
RUS,NC_mstMaxInterv,5.0
RUS,NC_mstTreatPostAcuteIHDComb,5.0
RUS,NC_mstTreatPostAcuteStrokeComb,5.0
RUS,NC_mstEliminateTransFats,5.0
RUS,NC_mstEliminateTransFats,5.0
RUS,NC_mstAspirin,5.0
RUS,NC_mstAspirin,5.0
RUS,NC_mstAspirinAspirinAndTrombolysis,5.0
RUS,NC_mstAspirinAspirinAndTrombolysis,5.0
RUS,NC_mstAspirinAndClopidro,5.0
RUS,NC_mstAspirinAndClopidro,5.0
RUS,NC_mstPCIAndAspirinAndClopidro,5.0
RUS,NC_mstPCIAndAspirinAndClopidro,5.0
RUS,NC_mstTreatMechanicalTrombStroke,5.0
RUS,NC_mstTreatMechanicalTrombStroke,5.0
RUS,NC_mstTreatIntravTrombStroke,5.0
RUS,NC_mstTreatIntravTrombStroke,5.0
RUS,NC_mstTreatStrokeAcuteAspirin,5.0
RUS,NC_mstMaxInterv,5.0
RUS,NC_mstStdGlycControl,20.0
RUS,NC_mstStdGlycControl,20.0
RUS,NC_mstStdGlycControl,20.0
RUS,NC_mstIntsvGlycControl,5.0
RUS,NC_mstIntsvGlycControl,5.0
RUS,NC_mstIntsvGlycControl,20.0
RUS,NC_mstRetinopathyScrn,10.0
RUS,NC_mstNeuropathyScr,10.0
RUS,NC_mstNephropathyScr,10.0
RUS,NC_mstStdGlycControl,20.0
RUS,NC_mstStdGlycControl,20.0
RUS,NC_mstStdGlycControl,20.0
RUS,NC_mstIntsvGlycControl,5.0
RUS,NC_mstIntsvGlycControl,5.0
RUS,NC_mstIntsvGlycControl,20.0
RUS,NC_mstRetinopathyScrn,10.0
RUS,NC_mstNeuropathyScr,10.0
RUS,NC_mstNephropathyScr,10.0
RUS,NC_mstAntiDeprIntensPsychNEW,5.0
RUS,NC_mstAntiDeprIntensPsychNEW,5.0
RUS,NC_mstAntiDeprIntensPsychNEW,5.0
RUS,NC_mstAntiDeprIntensPsychREC,1.0
RUS,NC_mstAntiDeprIntensPsychREC,1.0
RUS,NC_mstAntiDeprIntensPsychREC,1.0
RUS,NC_mstAntiDepBasicPsychMild,5.0
RUS,NC_mstAntiDepBasicPsychMild,5.0
RUS,NC_mstAntiDepBasicPsychModerate,10.0
RUS,NC_mstAntiDepBasicPsychModerate,10.0
RUS,NC_mstAntiDepInten,5.0
RUS,NC_mstAntiDepInten,5.0
RUS,NC_mstAntiDeprIntensPsychNEW,5.0
RUS,NC_mstAntiDeprIntensPsychNEW,5.0
RUS,NC_mstAntiDeprIntensPsychNEW,5.0
RUS,NC_mstAntiDeprIntensPsychREC,1.0
RUS,NC_mstAntiDeprIntensPsychREC,1.0
RUS,NC_mstAntiDeprIntensPsychREC,1.0
RUS,NC_mstAntiDepBasicPsychMild,5.0
RUS,NC_mstAntiDepBasicPsychMild,5.0
RUS,NC_mstAntiDepBasicPsychModerate,10.0
RUS,NC_mstAntiDepBasicPsychModerate,10.0
RUS,NC_mstAntiDepInten,5.0
RUS,NC_mstAntiDepInten,5.0
RUS,NC_mstPerinatalPsySoc,10.0
RUS,NC_mstPerinatalPsySoc,10.0
RUS,NC_mstAntiDepBasicPsychMild,5.0
RUS,NC_mstAntiDepBasicPsychMild,5.0
RUS,NC_mstAntiDepBasicPsychModerate,10.0
RUS,NC_mstAntiDepBasicPsychModerate,10.0
RUS,NC_mstAntiDepInten,5.0
RUS,NC_mstAntiDepInten,5.0
RUS,NC_mstAntiDepBasicPsychMild,5.0
RUS,NC_mstAntiDepBasicPsychMild,5.0
RUS,NC_mstAntiDepBasicPsychModerate,10.0
RUS,NC_mstAntiDepBasicPsychModerate,10.0
RUS,NC_mstAntiDepInten,5.0
RUS,NC_mstAntiDepInten,5.0
RUS,NC_mstAntiPsychBasic,20.0
RUS,NC_mstAntiPsychInten,5.0
RUS,NC_mstAntiPsychBasic,20.0
RUS,NC_mstAntiPsychInten,5.0
RUS,NC_mstMoodStableBasicPsych,20.0
RUS,NC_mstMoodStableIntensivePsych,5.0
RUS,NC_mstMoodStableIntensivePsych,5.0
RUS,NC_mstMoodStableBasicPsych,20.0
RUS,NC_mstMoodStableIntensivePsych,5.0
RUS,NC_mstMoodStableIntensivePsych,5.0
RUS,NC_mstAntiEpiBasic,40.0
RUS,NC_mstAntiEpiBasic,40.0
RUS,NC_mstAntiEpiBasic,40.0
RUS,NC_mstAntiEpiBasic,40.0
RUS,NC_mstAlcAssess,5.0
RUS,NC_mstAlcWithdrawl,5.0
RUS,NC_mstAlcRelapsePrevnt,5.0
RUS,NC_mstAlcAssess,5.0
RUS,NC_mstAlcWithdrawl,5.0
RUS,NC_mstAlcRelapsePrevnt,5.0
RUS,NC_mstFamPsychoEdu,5.0
RUS,NC_mstFamPsychoEdu,5.0
RUS,NC_mstFamPsychoEdu,5.0
RUS,NC_mstMethylphenidateMed,5.0
RUS,NC_mstFamPsychoEdu,5.0
RUS,NC_mstMethylphenidateMed,5.0
RUS,NC_mstLowDoseOralTheophylline,36.0
RUS,NC_mstIpratropiumInhaler,36.0
RUS,NC_mstSmokingCessation,36.0
RUS,NC_mstSmokingCessation,36.0
RUS,NC_mstInhaledSalbutamol,36.0
RUS,NC_mstAntibiotics,5.0
RUS,NC_mstOralPrednisolone,36.0
RUS,NC_mstOxygenConcentration24to28,36.0
RUS,NC_mstOxygenConcentration24to28,36.0
RUS,NC_mstLowDoseOralTheophylline,36.0
RUS,NC_mstIpratropiumInhaler,36.0
RUS,NC_mstSmokingCessation,36.0
RUS,NC_mstSmokingCessation,36.0
RUS,NC_mstInhaledSalbutamol,36.0
RUS,NC_mstAntibiotics,5.0
RUS,NC_mstOralPrednisolone,36.0
RUS,NC_mstOxygenConcentration24to28,36.0
RUS,NC_mstOxygenConcentration24to28,36.0
RUS,NC_mstTheopPlusBeclom,75.0
RUS,NC_mstOralPrednisTheopPlusBeclom,75.0
RUS,NC_mstInhaleShortactingBeta,95.0
RUS,NC_mstLowDoseBeclom,36.0
RUS,NC_mstLowDoseBeclom,36.0
RUS,NC_mstHighDoseBeclom,95.0
RUS,NC_mstAsthmaOralPrednisolone,5.0
RUS,NC_mstTheopPlusBeclom,75.0
RUS,NC_mstOralPrednisTheopPlusBeclom,75.0
RUS,NC_mstInhaleShortactingBeta,95.0
RUS,NC_mstLowDoseBeclom,36.0
RUS,NC_mstLowDoseBeclom,36.0
RUS,NC_mstHighDoseBeclom,95.0
RUS,NC_mstAsthmaOralPrednisolone,5.0
RUS,NC_mstACEinhibitors,5.0
RUS,NC_mstACEinhibitors,5.0
RUS,NC_mstPreventBldPrsr160lt30,5.0
RUS,NC_mstPreventBldPrsr160lt30,5.0
RUS,NC_mstPreventBldPrsr140lt30,5.0
RUS,NC_mstPreventBldPrsr140lt30,5.0
RUS,NC_mstPreventCholest8lt30,5.0
RUS,NC_mstPreventCholest8lt30,5.0
RUS,NC_mstPreventCholest6lt30,5.0
RUS,NC_mstPreventCholest6lt30,5.0
RUS,NC_mstPreventTR20,5.0
RUS,NC_mstPreventTR20,5.0
RUS,NC_mstPreventBldPrsr160lt20,5.0
